ID;DATE;ISO_3;PAYS;ID_PAYS;REGION;ID_REGION;CONTAMINES;DECES;GUERIS;CONTAMINES_FEMME;CONTAMINES_HOMME;CONTAMINES_GENRE_NON_SPECIFIE;SOURCE;
58;15/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
59;15/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
60;15/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
61;15/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
62;15/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
63;15/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
64;15/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
65;15/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
66;15/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
67;15/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
68;15/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
69;16/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
70;16/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
71;16/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
72;16/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
73;16/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
74;16/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
75;16/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
76;16/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
77;16/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
78;16/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
79;16/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
80;16/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
81;16/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
82;16/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
83;16/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
84;16/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
85;16/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
86;17/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
87;17/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
88;17/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
89;17/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
90;17/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
91;17/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
92;17/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
93;17/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
94;17/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
95;17/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
96;17/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
97;17/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
98;17/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
99;17/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
100;17/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
101;17/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
102;17/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
103;18/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
104;18/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
105;18/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
106;18/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
107;18/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
108;18/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
109;18/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
110;18/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
111;18/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
112;18/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
113;18/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
114;18/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
115;18/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
116;18/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
117;18/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
118;18/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
119;18/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
120;19/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
121;19/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
122;19/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
123;19/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
124;19/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
125;19/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
126;19/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
127;19/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
128;19/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
129;19/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
130;19/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
131;19/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
132;19/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
133;19/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
134;19/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
135;19/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
136;19/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
137;20/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
138;20/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
139;20/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
140;20/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
141;20/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
142;20/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
143;20/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
144;20/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
145;20/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
146;20/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
147;20/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
148;20/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
149;20/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
150;20/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
151;20/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
152;20/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
153;20/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
154;21/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
155;21/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
156;21/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
157;21/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
158;21/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
159;21/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
160;21/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
161;21/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
162;21/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
163;21/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
164;21/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
165;21/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
166;21/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
167;21/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
168;21/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
169;21/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
170;21/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
171;22/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
172;22/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
173;22/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
174;22/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
175;22/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
176;22/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
177;22/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
178;22/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
179;22/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
180;22/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
181;22/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
182;22/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
183;22/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
184;22/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
185;22/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
186;22/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
187;22/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
188;23/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
189;23/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
190;23/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
191;23/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
192;23/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
193;23/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
194;23/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
195;23/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
196;23/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
197;23/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
198;23/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
199;23/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
200;23/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
201;23/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
202;23/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
203;23/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
204;23/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
205;24/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
206;24/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
207;24/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
208;24/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
209;24/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
210;24/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
211;24/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
212;24/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
213;24/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
214;24/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
215;24/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
216;24/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
217;24/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
218;24/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
219;24/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
220;24/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
221;24/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
222;25/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
223;25/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
224;25/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
225;25/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
226;25/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
227;25/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
228;25/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
229;25/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
230;25/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
231;25/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
232;25/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
233;25/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
234;25/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
235;25/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
236;25/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
237;25/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
238;25/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
239;26/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
240;26/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
241;26/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
242;26/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
243;26/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
244;26/03/2020;GHA;Ghana;4;Northern;31;0;0;0;0;0;0;Service de la Santé du Ghana;
245;26/03/2020;GHA;Ghana;4;Western;32;0;0;0;0;0;0;Service de la Santé du Ghana;
246;26/03/2020;GHA;Ghana;4;Eastern;33;0;0;0;0;0;0;Service de la Santé du Ghana;
247;26/03/2020;GHA;Ghana;4;Upper West;34;0;0;0;0;0;0;Service de la Santé du Ghana;
248;26/03/2020;GHA;Ghana;4;Volta;35;0;0;0;0;0;0;Service de la Santé du Ghana;
249;26/03/2020;GHA;Ghana;4;Oti;36;0;0;0;0;0;0;Service de la Santé du Ghana;
250;26/03/2020;GHA;Ghana;4;North East;37;0;0;0;0;0;0;Service de la Santé du Ghana;
251;26/03/2020;GHA;Ghana;4;Western North;38;0;0;0;0;0;0;Service de la Santé du Ghana;
252;26/03/2020;GHA;Ghana;4;Savannah;39;0;0;0;0;0;0;Service de la Santé du Ghana;
253;26/03/2020;GHA;Ghana;4;Bono;40;0;0;0;0;0;0;Service de la Santé du Ghana;
254;26/03/2020;GHA;Ghana;4;Bono East;41;0;0;0;0;0;0;Service de la Santé du Ghana;
255;26/03/2020;GHA;Ghana;4;Non spécifié;42;0;0;0;0;0;0;Service de la Santé du Ghana;
256;27/03/2020;GHA;Ghana;4;Ashanti;26;0;0;0;0;0;0;Service de la Santé du Ghana;
257;27/03/2020;GHA;Ghana;4;Brong Ahafo;27;0;0;0;0;0;0;Service de la Santé du Ghana;
258;27/03/2020;GHA;Ghana;4;Central;28;0;0;0;0;0;0;Service de la Santé du Ghana;
259;27/03/2020;GHA;Ghana;4;Upper East;29;0;0;0;0;0;0;Service de la Santé du Ghana;
260;27/03/2020;GHA;Ghana;4;Greater Accra;30;0;0;0;0;0;0;Service de la Santé du Ghana;
